DateTime,,PitchVelocityRadsPerS,RollVelocityRadsPerS,YawVelocityRadsPerS,PitchDegrees,RollDegrees,MagHeadingDegrees,LatitudeDegrees,LongitudeDegrees,ZAltitudeFtAgl,YVelocityNEDFrameMs,ZVelocityNEDFrameMs,XVelocityNEDFrameMs
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:49 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:50 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:51 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:51 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:51 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
1/14/2014 9:11:51 PM -1.451614,-1.278172,2.324459,8.466613,-27.58277,269.332,47.50031,-122.2167,0.3713732,6.39543,-0.08495178,0.05789847
